357,4,65,1,3.0,
358,4,65,2,5.0,
359,4,65,3,7.5,
360,4,65,4,6.0,
361,4,65,6,4.0,
362,4,65,16,6.0,
363,4,65,17,8.5,
364,4,66,1,5.0,
365,4,66,2,8.0,
366,4,66,4,7.0,
367,4,66,6,7.0,
368,5,38,1,6.5,
369,5,38,3,6.0,
370,5,38,5,7.0,
371,5,38,7,6.0,
372,5,38,8,6.5,
373,5,38,10,6.0,
374,5,38,18,4.0,
375,5,67,1,4.0,
376,5,67,3,5.0,
377,5,67,5,6.0,
378,5,67,7,4.0,
379,5,67,8,5.0,
380,5,67,10,3.0,
381,5,67,18,4.5,
382,5,68,1,4.8,
383,5,68,3,4.0,
384,5,68,5,5.5,
385,5,68,7,4.0,
386,5,68,8,7.0,
387,5,68,10,5.5,
388,5,68,18,7.0,
389,5,69,1,0.5,
390,5,69,3,2.0,
391,5,69,5,2.0,
392,5,69,7,2.0,
393,5,69,8,3.0,
394,5,69,10,3.0,
395,5,69,18,0.0,
396,5,70,1,5.5,
397,5,70,3,8.0,
398,5,70,5,7.0,
399,5,70,7,6.75,
400,5,70,8,7.0,
401,5,70,10,6.0,
402,5,70,18,7.5,
403,5,21,1,6.5,
404,5,21,3,7.5,
405,5,21,5,7.0,
406,5,21,7,7.0,
407,5,21,8,7.5,
408,5,21,10,7.0,
409,5,21,18,7.0,
410,5,59,1,7.8,
411,5,59,3,7.0,
412,5,59,5,8.0,
413,5,59,7,7.5,
414,5,59,8,7.5,
415,5,59,10,7.5,
416,5,59,18,7.0,
417,5,28,1,7.9,
418,5,28,3,6.0,
419,5,28,5,8.0,
420,5,28,7,8.0,
421,5,28,8,6.5,
422,5,28,10,8.0,
423,5,71,1,8.0,
424,5,71,3,6.0,
425,5,71,5,7.0,
426,5,71,7,7.0,
427,5,71,8,8.0,
428,5,71,10,5.5,
429,5,48,1,7.9,
430,5,48,3,6.0,
431,5,48,5,8.0,
432,5,48,7,6.5,
433,5,48,8,6.0,
434,5,48,10,6.0,
435,5,72,1,8.5,
436,5,72,3,8.0,
437,5,72,5,7.5,
438,5,72,7,7.5,
439,5,72,8,8.0,
440,5,72,10,7.5,
441,5,73,1,7.5,
442,5,73,3,8.0,
443,5,73,5,8.5,
444,5,73,7,7.75,
445,5,73,8,6.5,
446,5,73,10,2.0,
447,5,74,1,5.5,
448,5,74,3,8.0,
449,5,74,5,8.0,
450,5,74,7,7.0,
451,5,74,8,5.0,
452,5,74,10,8.0,
453,5,75,1,5.5,
454,5,75,3,8.0,
455,5,75,5,7.5,
456,5,75,7,7.0,
457,5,75,8,6.5,
458,5,75,10,6.5,
459,6,76,2,6.75,
460,6,76,4,7.5,
461,6,77,1,8.0,
462,6,77,2,6.0,
463,6,77,4,7.0,
464,6,77,5,8.5,
465,6,77,7,8.0,
466,6,77,10,7.0,
467,6,77,19,8.0,
468,6,77,20,8.0,
469,6,78,4,5.5,
470,6,78,5,8.0,
471,6,78,7,6.5,
472,6,78,10,8.0,
473,6,78,19,7.5,
474,6,78,20,7.0,
475,6,79,4,7.0,
476,6,79,5,8.0,
477,6,79,7,7.0,
478,6,79,10,8.0,
479,6,79,19,8.5,
480,6,79,20,6.0,
481,6,80,4,7.2,
482,6,80,5,8.0,
483,6,80,7,8.0,
484,6,80,10,7.0,
485,6,80,19,8.75,
486,6,80,20,9.0,
487,6,81,1,5.5,
488,6,81,2,7.0,
489,6,81,4,7.0,
490,6,81,5,7.5,
491,6,81,10,7.5,
492,6,81,20,5.0,
493,6,82,1,5.95,
494,6,82,2,5.5,
495,6,82,4,7.5,
496,6,82,5,8.0,
497,6,82,10,8.5,
498,6,82,20,7.0,
499,6,83,1,6.0,
500,6,83,2,2.75,
501,6,83,4,4.0,
502,6,83,5,5.5,
503,6,83,10,5.0,
504,6,83,20,6.0,
505,6,84,1,4.53,
506,6,84,2,5.5,
507,6,84,4,4.5,
508,6,84,5,5.0,
509,6,84,10,5.0,
510,6,84,20,6.0,
511,6,85,1,3.51,
512,6,85,2,1.0,
513,6,85,4,3.0,
514,6,85,5,5.0,
515,6,85,10,4.0,
516,6,85,20,5.0,
517,6,86,1,8.163,
518,6,86,2,6.5,
519,6,86,4,9.0,
520,6,86,5,7.7,
521,6,86,10,6.5,
522,6,86,20,7.0,
523,6,87,1,6.0,
524,6,87,2,6.0,
525,6,87,4,6.5,
526,6,87,5,7.5,
527,6,87,10,7.5,
528,6,87,20,6.5,
529,7,52,1,6.5,
530,7,52,2,4.0,
531,7,52,4,5.5,
532,7,53,1,6.0,
533,7,53,2,4.0,
534,7,53,4,4.5,
535,7,54,1,6.0,
536,7,54,2,6.5,
537,7,54,4,5.0,
538,8,88,1,5.5,
539,8,88,2,2.0,
540,8,88,4,5.0,
541,8,88,5,6.0,
542,8,88,7,6.0,
543,8,88,8,5.7,
544,8,88,20,2.5,
545,8,88,21,5.0,
546,8,88,22,6.0,
547,8,88,23,4.0,
548,8,26,1,6.7,
549,8,26,2,6.5,
550,8,26,4,6.0,
551,8,26,5,5.0,
552,8,26,7,4.0,
553,8,26,8,7.9,
554,8,26,20,4.0,
555,8,26,21,4.0,
556,8,26,22,8.5,
557,8,26,23,5.0,
558,8,27,1,6.0,
559,8,27,2,7.0,
560,8,27,4,4.9,
561,8,27,5,6.0,
562,8,27,7,4.0,
563,8,27,8,4.5,
564,8,27,20,4.5,
565,8,27,21,3.0,
566,8,27,22,5.0,
567,8,89,1,6.2,
568,8,89,2,3.0,
569,8,89,4,6.5,
570,8,89,5,7.0,
571,8,89,7,3.5,
572,8,89,8,6.0,
573,8,89,20,3.0,
574,8,89,21,3.0,
575,8,89,22,5.5,
576,8,90,1,7.2,
577,8,90,2,6.8,
578,8,90,4,4.0,
579,8,90,5,7.17,
580,8,90,7,5.5,
581,8,90,8,7.5,
582,8,90,20,4.0,
583,8,90,21,2.0,
584,8,90,22,9.0,
585,8,90,23,5.0,
586,8,91,1,7.0,
587,8,91,2,2.0,
588,8,91,4,4.0,
589,8,91,5,4.8,
590,8,91,7,7.0,
591,8,91,8,6.9,
592,8,91,20,7.0,
593,8,91,21,6.0,
594,8,92,1,5.0,
595,8,92,2,4.0,
596,8,92,4,4.2,
597,8,92,5,6.5,
598,8,92,7,3.0,
599,8,92,8,4.9,
600,8,92,20,5.0,
601,8,92,21,2.0,
602,8,93,1,4.0,
603,8,93,2,5.75,
604,8,93,4,5.0,
605,8,93,5,6.5,
606,8,93,7,5.0,
607,8,93,8,6.9,
608,8,93,20,7.5,
609,8,93,21,5.0,
610,8,93,22,6.0,
611,8,94,1,6.8,
612,8,94,2,5.5,
613,8,94,4,5.4,
614,8,94,5,7.0,
615,8,94,8,7.0,
616,8,94,21,3.0,
617,8,94,22,6.0,
618,8,95,1,7.0,
619,8,95,2,6.5,
620,8,95,4,6.5,
621,8,95,5,6.7,
622,8,95,7,8.0,
623,8,95,8,7.0,
624,8,95,20,7.0,
625,8,95,21,6.5,
626,8,95,22,7.0,
627,8,96,1,7.5,
628,8,96,2,8.0,
629,8,96,4,6.8,
630,8,96,5,7.5,
631,8,96,7,10.0,
632,8,96,8,6.5,
633,8,96,20,3.0,
634,8,96,21,7.5,
635,8,96,22,6.0,
636,9,55,1,0.57,
637,9,55,2,0.0,
638,9,55,3,0.0,
639,9,55,6,5.0,
640,9,56,1,6.534,
641,9,56,2,2.0,
642,9,56,3,6.5,
643,9,56,6,4.0,
644,9,57,1,7.34,
645,9,57,2,7.5,
646,9,57,3,6.0,
647,9,57,6,7.0,
648,10,58,1,7.0,
649,10,58,3,7.0,
650,10,58,20,6.0,
651,10,58,24,7.5,
652,10,28,1,7.5,
653,10,28,3,6.5,
654,10,28,20,8.0,
655,10,28,24,9.0,
656,10,59,1,8.0,
657,10,59,3,8.5,
658,10,59,20,8.0,
659,10,59,24,6.5,
660,11,97,1,3.5,
661,11,97,2,1.0,
662,11,97,3,6.0,
663,11,97,4,2.0,
664,11,97,5,5.0,
665,11,97,6,7.0,
666,11,97,8,5.0,
667,11,98,1,5.2,
668,11,98,2,3.5,
669,11,98,3,4.0,
670,11,98,4,6.0,
671,11,98,5,3.5,
672,11,98,6,8.0,
673,11,98,8,5.5,
674,11,99,1,3.0,
675,11,99,2,2.5,
676,11,99,3,6.0,
677,11,99,4,2.0,
678,11,99,5,6.0,
679,11,99,6,3.0,
680,11,99,8,4.0,
681,11,100,1,5.0,
682,11,100,2,4.0,
683,11,100,3,7.0,
684,11,100,4,6.5,
685,11,100,5,6.5,
686,11,100,6,8.0,
687,11,100,8,6.0,
688,11,101,1,3.0,
689,11,101,2,3.0,
690,11,101,3,4.0,
691,11,101,4,3.0,
692,11,101,5,4.5,
693,11,101,6,4.0,
694,11,101,8,5.0,
695,11,102,1,6.0,
696,11,102,2,4.25,
697,11,102,3,8.0,
698,11,102,4,6.5,
699,11,102,5,7.5,
700,11,102,6,9.0,
701,11,102,8,7.0,
702,11,103,1,5.0,
703,11,103,2,5.0,
704,11,103,3,5.0,
705,11,103,4,5.0,
706,11,103,5,6.0,
707,11,103,6,3.0,
708,11,103,8,5.0,
709,11,104,1,5.5,
710,11,104,2,5.2,
711,11,104,3,7.0,
712,11,104,4,7.0,
713,11,104,5,7.0,
714,11,104,6,7.0,
715,11,104,8,6.0,
716,11,105,1,4.5,
717,11,105,2,5.5,
718,11,105,3,7.0,
719,11,105,4,4.5,
720,11,105,5,6.5,
721,11,105,6,3.0,
722,11,105,8,5.0,
723,11,106,1,7.5,
724,11,106,2,4.0,
725,11,106,3,8.0,
726,11,106,4,7.5,
727,11,106,5,8.0,
728,11,106,6,8.0,
729,11,106,8,6.5,
730,11,107,1,5.5,
731,11,107,2,4.375,
732,11,107,3,7.0,
733,11,107,4,6.5,
734,11,107,5,8.25,
735,11,107,6,6.0,
736,11,107,8,6.5,
737,11,108,1,5.0,
738,11,108,2,5.75,
739,11,108,3,8.0,
740,11,108,4,6.75,
741,11,108,5,8.5,
742,11,108,6,7.5,
743,11,108,8,7.0,
744,11,109,1,5.0,
745,11,109,2,3.0,
746,11,109,3,7.5,
747,11,109,4,5.0,
748,11,109,5,8.0,
749,11,109,6,7.0,
750,11,109,8,6.5,
751,11,110,1,5.5,
752,11,110,2,6.5,
753,11,110,3,8.0,
754,11,110,4,7.0,
755,11,110,5,8.0,
756,11,110,6,8.0,
757,11,110,8,7.5,
758,11,111,1,5.5,
759,11,111,2,6.75,
760,11,111,3,6.0,
761,11,111,4,8.0,
762,11,111,5,7.5,
763,11,111,6,4.0,
764,11,111,8,6.5,
765,11,112,1,4.0,
766,11,112,2,6.0,
767,11,112,3,5.0,
768,11,112,4,3.0,
769,11,112,5,6.5,
770,11,112,6,3.0,
771,11,112,8,5.0,
772,11,113,1,7.5,
773,11,113,2,5.0,
774,11,113,3,7.0,
775,11,113,4,9.5,
776,11,113,5,9.0,
777,11,113,6,4.0,
778,11,113,8,7.0,
779,12,13,1,7.0,
780,12,13,2,8.3,
781,12,13,4,6.0,
782,12,13,7,6.0,
783,12,13,25,6.0,
784,12,14,1,8.0,
785,12,14,2,9.0,
786,12,14,4,7.5,
787,12,14,7,7.0,
788,12,14,25,7.5,
789,12,15,1,7.5,
790,12,15,2,7.0,
791,12,15,4,8.0,
792,12,15,7,7.0,
793,12,15,25,7.5,
794,12,16,1,8.0,
795,12,16,2,9.0,
796,12,16,4,7.5,
797,12,16,7,7.75,
798,12,16,25,8.25,
799,12,17,1,8.5,
800,12,17,2,9.25,
801,12,17,4,9.0,
