0,1,1,1,8.0,
1,1,1,2,7.0,
2,1,1,3,6.0,
3,1,1,4,6.0,
4,1,2,1,5.5,
5,1,2,2,1.0,
6,1,2,3,4.0,
7,1,2,4,6.0,
8,1,3,1,6.63,
9,1,3,2,7.5,
10,1,3,3,7.4,
11,1,3,4,7.0,
12,1,4,1,6.93,
13,1,4,2,6.0,
14,1,4,3,7.0,
15,1,4,4,7.5,
16,1,5,1,2.0,
17,1,5,2,1.0,
18,1,5,3,3.0,
19,1,5,4,2.5,
20,1,6,1,5.85,
21,1,6,2,2.0,
22,1,6,3,5.5,
23,1,6,4,5.0,
24,1,7,1,5.66,
25,1,7,2,2.0,
26,1,7,3,6.0,
27,1,7,4,4.5,
28,1,8,1,7.5,
29,1,8,2,5.0,
30,1,8,3,7.0,
31,1,8,4,6.5,
32,1,9,1,8.0,
33,1,9,2,3.5,
34,1,9,3,8.0,
35,1,9,4,5.5,
36,1,10,1,8.9,
37,1,10,2,8.25,
38,1,10,3,7.0,
39,1,10,4,8.5,
40,1,11,1,5.0,
41,1,11,2,5.0,
42,1,11,3,7.0,
43,1,11,4,5.8,
44,1,12,1,5.56,
45,1,12,2,6.0,
46,1,12,3,6.0,
47,1,12,4,7.2,
48,2,19,1,7.0,
49,2,19,2,5.0,
50,2,19,3,6.0,
51,2,19,5,6.0,
52,2,19,10,5.0,
53,2,19,11,6.0,
54,2,19,13,5.0,
55,2,20,1,7.2,
56,2,20,2,5.0,
57,2,20,3,7.0,
58,2,20,5,6.0,
59,2,20,10,5.3,
60,2,20,11,7.0,
61,2,20,13,5.3,
62,2,21,1,7.5,
63,2,21,2,4.0,
64,2,21,3,7.0,
65,2,21,5,6.0,
66,2,21,10,6.0,
67,2,21,11,5.0,
68,2,21,13,5.5,
69,2,22,1,7.8,
70,2,22,2,5.0,
71,2,22,3,8.0,
72,2,22,5,7.0,
73,2,22,10,6.0,
74,2,22,11,6.0,
75,2,22,13,7.5,
76,2,23,1,7.0,
77,2,23,2,4.0,
78,2,23,3,6.0,
79,2,23,4,6.0,
80,2,23,5,6.0,
81,2,23,10,5.5,
82,2,23,11,4.0,
83,2,23,13,5.0,
84,2,24,1,7.0,
85,2,24,2,5.0,
86,2,24,3,4.0,
87,2,24,4,7.3,
88,2,24,5,7.0,
89,2,24,10,5.0,
90,2,24,11,4.0,
91,2,24,13,5.7,
92,2,25,1,3.0,
93,2,25,2,3.0,
94,2,25,3,3.0,
95,2,25,4,1.0,
96,2,25,5,4.0,
97,2,25,10,3.0,
98,2,25,11,4.0,
99,2,25,13,3.0,
100,2,26,1,6.0,
101,2,26,2,5.5,
102,2,26,3,6.0,
103,2,26,4,6.0,
104,2,26,5,3.0,
105,2,26,10,3.0,
106,2,26,11,5.0,
107,2,26,13,5.7,
108,2,27,1,6.0,
109,2,27,2,6.0,
110,2,27,3,8.0,
111,2,27,4,6.0,
112,2,27,5,6.5,
113,2,27,10,7.0,
114,2,27,11,6.0,
115,2,27,13,7.3,
116,2,28,1,7.0,
117,2,28,2,6.5,
118,2,28,3,9.0,
119,2,28,4,7.5,
120,2,28,5,8.0,
121,2,28,11,7.0,
122,2,28,13,6.0,
123,2,29,1,8.0,
124,2,29,2,9.0,
125,2,29,3,8.0,
126,2,29,4,9.0,
127,2,29,5,8.0,
128,2,29,10,6.5,
129,2,29,11,8.0,
130,2,29,13,6.0,
131,2,30,1,6.0,
132,2,30,2,6.5,
133,2,30,3,8.5,
134,2,30,4,7.0,
135,2,30,5,7.5,
136,2,30,10,7.0,
137,2,30,11,6.0,
138,2,30,13,7.5,
139,2,31,1,8.5,
140,2,31,2,9.2,
141,2,31,3,4.0,
142,2,31,4,9.7,
143,2,31,5,8.0,
144,2,31,10,4.0,
145,2,31,11,4.0,
146,2,31,13,7.6,
147,2,32,1,9.0,
148,2,32,2,7.5,
149,2,32,3,8.0,
150,2,32,4,7.8,
151,2,32,5,7.5,
152,2,32,10,6.0,
153,2,32,11,8.6,
154,2,32,12,8.5,
155,2,33,1,8.0,
156,2,33,2,7.5,
157,2,33,3,8.5,
158,2,33,4,8.8,
159,2,33,11,7.0,
160,2,33,12,7.5,
161,2,34,1,9.0,
162,2,34,2,7.0,
163,2,34,3,7.5,
164,2,34,4,8.9,
165,2,34,5,8.0,
166,2,34,10,3.0,
167,2,34,12,8.5,
168,2,34,13,7.0,
169,2,35,4,2.0,
170,2,36,1,8.75,
171,2,36,4,4.0,
172,2,36,11,7.5,
173,2,36,12,6.5,
174,2,36,13,9.0,
175,2,37,2,7.3,
176,2,37,4,6.0,
177,2,37,11,7.0,
178,2,37,12,7.5,
179,3,38,1,6.7,
180,3,38,2,2.0,
181,3,38,3,5.0,
182,3,38,4,3.0,
183,3,38,5,6.5,
184,3,38,6,7.0,
185,3,38,8,6.5,
186,3,38,10,7.0,
187,3,38,14,7.0,
188,3,38,15,5.0,
189,3,38,24,6.0,
190,3,39,1,6.95,
191,3,39,2,6.0,
192,3,39,3,7.0,
193,3,39,4,4.0,
194,3,39,5,6.0,
195,3,39,6,3.0,
196,3,39,8,5.0,
197,3,39,10,3.5,
198,3,39,14,3.5,
199,3,39,15,6.0,
200,3,39,24,4.0,
201,3,40,1,6.7,
202,3,40,2,5.0,
203,3,40,3,6.0,
204,3,40,4,4.0,
205,3,40,5,4.5,
206,3,40,6,7.5,
207,3,40,8,6.0,
208,3,40,10,4.5,
209,3,40,14,7.0,
210,3,40,15,4.0,
211,3,40,24,5.5,
212,3,41,1,4.67,
213,3,41,2,4.0,
214,3,41,3,4.0,
215,3,41,4,4.5,
216,3,41,5,2.0,
217,3,41,6,5.0,
218,3,41,8,4.0,
219,3,41,10,4.0,
220,3,41,14,7.0,
221,3,41,15,0.9,
222,3,41,24,7.85,
223,3,42,1,5.73,
224,3,42,2,5.1,
225,3,42,3,7.5,
226,3,42,4,3.2,
227,3,42,5,6.0,
228,3,42,6,8.0,
229,3,42,8,6.0,
230,3,42,10,5.0,
231,3,42,14,5.0,
232,3,42,15,4.3,
233,3,42,24,6.5,
234,3,43,1,7.0,
235,3,43,2,7.75,
236,3,43,3,8.0,
237,3,43,4,5.0,
238,3,43,5,7.5,
239,3,43,6,8.0,
240,3,43,8,4.5,
241,3,43,9,8.0,
242,3,43,10,6.0,
243,3,43,14,8.5,
244,3,43,15,7.7,
245,3,44,1,8.95,
246,3,44,2,3.0,
247,3,44,3,6.0,
248,3,44,4,9.0,
249,3,44,5,7.0,
250,3,44,6,4.0,
251,3,44,8,5.0,
252,3,44,9,6.0,
253,3,44,10,7.0,
254,3,44,14,8.0,
255,3,44,15,7.5,
256,3,45,1,6.53,
257,3,45,2,3.8,
258,3,45,3,5.5,
259,3,45,4,5.5,
260,3,45,5,6.0,
261,3,45,6,7.0,
262,3,45,8,6.5,
263,3,45,9,8.5,
264,3,45,10,8.5,
265,3,45,14,8.75,
266,3,45,15,7.0,
267,3,46,1,5.88,
268,3,46,2,5.4,
269,3,46,3,6.0,
270,3,46,4,4.3,
271,3,46,5,5.0,
272,3,46,6,7.0,
273,3,46,8,6.5,
274,3,46,9,8.0,
275,3,46,10,5.5,
276,3,46,14,5.5,
277,3,46,15,4.5,
278,3,47,1,8.11,
279,3,47,2,7.0,
280,3,47,3,7.5,
281,3,47,4,4.8,
282,3,47,5,7.0,
283,3,47,6,8.0,
284,3,47,8,7.0,
285,3,47,9,7.0,
286,3,47,10,7.5,
287,3,47,14,7.75,
288,3,47,15,8.6,
289,3,48,1,8.05,
290,3,48,2,7.0,
291,3,48,3,7.5,
292,3,48,4,8.0,
293,3,48,5,7.5,
294,3,48,6,4.0,
295,3,48,8,4.5,
296,3,48,10,4.0,
297,3,48,14,2.5,
298,3,48,15,7.9,
299,3,49,1,6.25,
300,3,49,2,7.5,
301,3,49,3,6.0,
302,3,49,4,7.0,
303,3,49,5,6.0,
304,3,49,6,5.0,
305,3,49,8,2.0,
306,3,49,10,7.0,
307,3,49,14,7.0,
308,3,49,15,6.4,
309,3,50,1,6.33,
310,3,50,2,7.73,
311,3,50,3,8.0,
312,3,50,4,6.5,
313,3,50,5,8.0,
314,3,50,6,6.0,
315,3,50,8,4.0,
316,3,50,10,6.5,
317,3,50,14,8.0,
318,3,50,15,7.3,
319,3,51,1,5.8,
320,3,51,2,6.5,
321,3,51,3,6.0,
322,3,51,4,5.0,
323,3,51,5,4.0,
324,3,51,6,2.0,
325,3,51,8,3.0,
326,3,51,10,6.5,
327,3,51,14,4.5,
328,3,51,15,4.3,
329,4,60,1,8.0,
330,4,60,2,7.0,
331,4,60,3,8.0,
332,4,60,4,8.5,
333,4,60,6,9.0,
334,4,61,1,5.0,
335,4,61,2,7.5,
336,4,61,3,5.0,
337,4,61,4,6.0,
338,4,61,6,4.0,
339,4,61,16,3.0,
340,4,62,1,6.0,
341,4,62,2,2.0,
342,4,62,3,7.0,
343,4,62,4,2.0,
344,4,62,6,5.0,
345,4,62,16,5.5,
346,4,63,1,7.0,
347,4,63,2,5.5,
348,4,63,3,6.0,
349,4,63,4,5.0,
350,4,63,6,9.5,
351,4,63,16,6.0,
352,4,64,1,7.5,
353,4,64,2,6.5,
354,4,64,3,5.0,
355,4,64,4,2.0,
356,4,64,6,4.0,
